5.0E-5,0,16,0,0,0
1.0E-4,0,16,0,0,0
1.5000000000000001E-4,0,16,0,0,0
2.0E-4,0,16,0,0,0
2.5E-4,0,16,0,0,0
3.0000000000000003E-4,0,16,0,0,0
3.5000000000000005E-4,0,16,0,0,0
4.000000000000001E-4,1,14,0,0,1
4.500000000000001E-4,1,14,0,0,1
5.000000000000001E-4,1,13,0,0,2
5.500000000000001E-4,1,12,0,0,3
6.000000000000002E-4,1,12,0,0,3
6.500000000000002E-4,1,12,0,0,3
7.000000000000002E-4,1,12,0,0,3
7.500000000000002E-4,1,12,0,0,3
8.000000000000003E-4,1,11,0,0,4
8.500000000000003E-4,2,9,0,0,5
9.000000000000003E-4,2,8,0,0,6
9.500000000000003E-4,2,8,0,0,6
0.0010000000000000002,2,8,0,0,6
0.0010500000000000002,2,8,0,0,6
0.0011,2,8,0,0,6
0.00115,2,8,0,0,6
0.0012,2,7,0,0,7
0.0012499999999999998,2,7,0,0,7
0.0012999999999999997,2,7,0,0,7
0.0013499999999999996,2,7,0,0,7
0.0013999999999999996,3,4,0,0,9
0.0014499999999999995,3,4,0,0,9
0.0014999999999999994,3,4,0,0,9
0.0015499999999999993,3,3,0,0,10
0.0015999999999999992,3,3,0,0,10
0.0016499999999999991,3,3,0,0,10
0.001699999999999999,3,3,0,0,10
0.001749999999999999,3,3,0,0,10
0.0017999999999999989,3,3,0,0,10
0.0018499999999999988,3,3,0,0,10
0.0018999999999999987,3,3,0,0,10
0.0019499999999999986,3,3,0,0,10
0.0019999999999999987,3,3,0,0,10
0.002049999999999999,3,3,0,0,10
0.002099999999999999,3,3,0,0,10
0.002149999999999999,3,3,0,0,10
0.0021999999999999993,3,3,0,0,10
0.0022499999999999994,3,3,0,0,10
0.0022999999999999995,3,2,0,0,11
0.0023499999999999997,3,2,0,0,11
0.0024,3,1,0,0,12
0.00245,3,1,0,0,12
0.0025,4,0,0,0,12
0.00255,4,0,0,0,12
0.0026000000000000003,4,0,0,0,12
0.0026500000000000004,4,0,0,0,12
0.0027000000000000006,4,0,0,0,12
0.0027500000000000007,4,0,0,0,12
0.002800000000000001,4,0,0,0,12
0.002850000000000001,4,0,0,0,12
0.002900000000000001,4,0,0,0,12
0.0029500000000000012,4,0,0,0,12
0.0030000000000000014,4,0,0,0,12
0.0030500000000000015,4,0,0,0,12
0.0031000000000000016,4,0,0,0,12
