0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
5.0E-5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
1.0E-4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
1.5000000000000001E-4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
2.0E-4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
2.5E-4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
3.0000000000000003E-4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
3.5E-4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
4.0E-4,1,1,1,1,1,1,4,1,1,1,1,1,1,1,0,1,
4.5000000000000004E-4,1,1,1,1,1,1,4,1,1,1,1,1,1,1,0,1,
5.0E-4,1,1,1,1,1,1,4,1,1,1,1,4,1,1,0,1,
5.5E-4,1,1,1,1,1,1,4,1,1,1,1,4,1,1,0,4,
6.000000000000001E-4,1,1,1,1,1,1,4,1,1,1,1,4,1,1,0,4,
6.500000000000001E-4,1,1,1,1,1,1,4,1,1,1,1,4,1,1,0,4,
7.0E-4,1,1,1,1,1,1,4,1,1,1,1,4,1,1,0,4,
7.5E-4,1,1,1,1,1,1,4,1,1,1,1,4,1,1,0,4,
8.0E-4,1,1,1,1,1,4,4,1,1,1,1,4,1,1,0,4,
8.500000000000001E-4,4,1,1,1,1,4,4,1,1,1,1,4,0,1,0,4,
9.000000000000001E-4,4,1,1,1,1,4,4,4,1,1,1,4,0,1,0,4,
9.5E-4,4,1,1,1,1,4,4,4,1,1,1,4,0,1,0,4,
0.001,4,1,1,1,1,4,4,4,1,1,1,4,0,1,0,4,
0.0010500000000000002,4,1,1,1,1,4,4,4,1,1,1,4,0,1,0,4,
0.0011,4,1,1,1,1,4,4,4,1,1,1,4,0,1,0,4,
0.00115,4,1,1,1,1,4,4,4,1,1,1,4,0,1,0,4,
0.0012000000000000001,4,1,1,4,1,4,4,4,1,1,1,4,0,1,0,4,
0.00125,4,1,1,4,1,4,4,4,1,1,1,4,0,1,0,4,
0.0013000000000000002,4,1,1,4,1,4,4,4,1,1,1,4,0,1,0,4,
0.00135,4,1,1,4,1,4,4,4,1,1,1,4,0,1,0,4,
0.0014,4,1,1,4,0,4,4,4,4,1,4,4,0,1,0,4,
0.0014500000000000001,4,1,1,4,0,4,4,4,4,1,4,4,0,1,0,4,
0.0015,4,1,1,4,0,4,4,4,4,1,4,4,0,1,0,4,
0.0015500000000000002,4,1,4,4,0,4,4,4,4,1,4,4,0,1,0,4,
0.0016,4,1,4,4,0,4,4,4,4,1,4,4,0,1,0,4,
0.00165,4,1,4,4,0,4,4,4,4,1,4,4,0,1,0,4,
0.0017000000000000001,4,1,4,4,0,4,4,4,4,1,4,4,0,1,0,4,
0.00175,4,1,4,4,0,4,4,4,4,1,4,4,0,1,0,4,
0.0018000000000000002,4,1,4,4,0,4,4,4,4,1,4,4,0,1,0,4,
0.00185,4,1,4,4,0,4,4,4,4,1,4,4,0,1,0,4,
0.0019,4,1,4,4,0,4,4,4,4,1,4,4,0,1,0,4,
0.0019500000000000001,4,1,4,4,0,4,4,4,4,1,4,4,0,1,0,4,
0.002,4,1,4,4,0,4,4,4,4,1,4,4,0,1,0,4,
0.00205,4,1,4,4,0,4,4,4,4,1,4,4,0,1,0,4,
0.0021000000000000003,4,1,4,4,0,4,4,4,4,1,4,4,0,1,0,4,
0.00215,4,1,4,4,0,4,4,4,4,1,4,4,0,1,0,4,
0.0022,4,1,4,4,0,4,4,4,4,1,4,4,0,1,0,4,
0.0022500000000000003,4,1,4,4,0,4,4,4,4,1,4,4,0,1,0,4,
0.0023,4,1,4,4,0,4,4,4,4,4,4,4,0,1,0,4,
0.00235,4,1,4,4,0,4,4,4,4,4,4,4,0,1,0,4,
0.0024000000000000002,4,4,4,4,0,4,4,4,4,4,4,4,0,1,0,4,
0.00245,4,4,4,4,0,4,4,4,4,4,4,4,0,1,0,4,
0.0025,4,4,4,4,0,4,4,4,4,4,4,4,0,0,0,4,
0.00255,4,4,4,4,0,4,4,4,4,4,4,4,0,0,0,4,
0.0026000000000000003,4,4,4,4,0,4,4,4,4,4,4,4,0,0,0,4,
0.00265,4,4,4,4,0,4,4,4,4,4,4,4,0,0,0,4,
0.0027,4,4,4,4,0,4,4,4,4,4,4,4,0,0,0,4,
0.0027500000000000003,4,4,4,4,0,4,4,4,4,4,4,4,0,0,0,4,
0.0028,4,4,4,4,0,4,4,4,4,4,4,4,0,0,0,4,
0.00285,4,4,4,4,0,4,4,4,4,4,4,4,0,0,0,4,
0.0029000000000000002,4,4,4,4,0,4,4,4,4,4,4,4,0,0,0,4,
0.00295,4,4,4,4,0,4,4,4,4,4,4,4,0,0,0,4,
0.003,4,4,4,4,0,4,4,4,4,4,4,4,0,0,0,4,
0.00305,4,4,4,4,0,4,4,4,4,4,4,4,0,0,0,4,
0.0031000000000000003,4,4,4,4,0,4,4,4,4,4,4,4,0,0,0,4,
0.00315,4,4,4,4,0,4,4,4,4,4,4,4,0,0,0,4,
0.0032,4,4,4,4,0,4,4,4,4,4,4,4,0,0,0,4,
0.0032500000000000003,4,4,4,4,0,4,4,4,4,4,4,4,0,0,0,4,
0.0033,4,4,4,4,0,4,4,4,4,4,4,4,0,0,0,4,
0.00335,4,4,4,4,0,4,4,4,4,4,4,4,0,0,0,4,
0.0034000000000000002,4,4,4,4,0,4,4,4,4,4,4,4,0,0,0,4,
0.0034500000000000004,4,4,4,4,0,4,4,4,4,4,4,4,0,0,0,4,
0.0035,4,4,4,4,0,4,4,4,4,4,4,4,0,0,0,4,
0.00355,4,4,4,4,0,4,4,4,4,4,4,4,0,0,0,4,
0.0036000000000000003,4,4,4,4,0,4,4,4,4,4,4,4,0,0,0,4,
0.00365,4,4,4,4,0,4,4,4,4,4,4,4,0,0,0,4,
0.0037,4,4,4,4,0,4,4,4,4,4,4,4,0,0,0,4,
0.0037500000000000003,4,4,4,4,0,4,4,4,4,4,4,4,0,0,0,4,
0.0038,4,4,4,4,0,4,4,4,4,4,4,4,0,0,0,4,
